hour_of_the_year;hour_of_the_day;day;electricity_consumption
193;1;9;0.39951275
194;2;9;0.28304
195;3;9;0.3217725
196;4;9;0.26866275
197;5;9;0.28012575
198;6;9;0.28950025
199;7;9;0.29371675
200;8;9;0.29420175
201;9;9;0.3453375
202;10;9;0.45207375
203;11;9;0.4834595
204;12;9;1.11404825
205;13;9;0.50631925
206;14;9;0.40660725
207;15;9;1.00676425
208;16;9;0.68912175
209;17;9;0.7171135
210;18;9;0.6094455
211;19;9;0.67094925
212;20;9;0.5706335
213;21;9;0.4977725
214;22;9;0.572776
215;23;9;0.7821715
216;24;9;0.545167
