hour_of_the_year;hour_of_the_day;day;electricity_consumption
5857;1;245;0.54135225
5858;2;245;0.26596675
5859;3;245;0.17555725
5860;4;245;0.16316875
5861;5;245;0.209793
5862;6;245;0.31631675
5863;7;245;0.213784
5864;8;245;0.196461
5865;9;245;0.18189925
5866;10;245;0.1729845
5867;11;245;0.98540925
5868;12;245;0.502268
5869;13;245;0.6078745
5870;14;245;0.752193
5871;15;245;1.481293
5872;16;245;1.03982025
5873;17;245;0.76767275
5874;18;245;0.790345
5875;19;245;1.99543375
5876;20;245;0.67955675
5877;21;245;0.57618925
5878;22;245;0.6441195
5879;23;245;0.54189725
5880;24;245;0.193397
