hour_of_the_year;hour_of_the_day;day;electricity_consumption
3817;1;160;0.35078275
3818;2;160;0.41715925
3819;3;160;0.3908995
3820;4;160;0.19133675
3821;5;160;0.167975
3822;6;160;0.183776
3823;7;160;0.19115125
3824;8;160;0.22867625
3825;9;160;0.22591875
3826;10;160;0.196087
3827;11;160;0.19633525
3828;12;160;0.19442025
3829;13;160;0.181177
3830;14;160;0.163881
3831;15;160;0.1738335
3832;16;160;0.179747
3833;17;160;0.19001625
3834;18;160;0.1815235
3835;19;160;0.195076
3836;20;160;0.340215
3837;21;160;0.598127
3838;22;160;0.59923425
3839;23;160;0.98207925
3840;24;160;0.17816525
