hour_of_the_year;hour_of_the_day;day;electricity_consumption
1633;1;69;0.335415
1634;2;69;0.29686025
1635;3;69;0.289645
1636;4;69;0.29202875
1637;5;69;0.28614275
1638;6;69;0.535048
1639;7;69;0.61777925
1640;8;69;0.34139525
1641;9;69;0.29429125
1642;10;69;0.27531575
1643;11;69;0.76173775
1644;12;69;0.28864775
1645;13;69;0.37368725
1646;14;69;0.67200575
1647;15;69;0.47803525
1648;16;69;0.4489795
1649;17;69;0.29903075
1650;18;69;1.09591625
1651;19;69;1.34021575
1652;20;69;0.6463805
1653;21;69;0.494406
1654;22;69;0.534319
1655;23;69;0.341342
1656;24;69;0.38220275
