hour_of_the_year;hour_of_the_day;day;electricity_consumption
1417;1;60;0.28637525
1418;2;60;0.288735
1419;3;60;0.294486
1420;4;60;0.287062
1421;5;60;0.26834475
1422;6;60;0.31138325
1423;7;60;0.3481415
1424;8;60;0.4677105
1425;9;60;0.30523625
1426;10;60;0.29330875
1427;11;60;0.29301875
1428;12;60;0.29068325
1429;13;60;0.90380725
1430;14;60;0.381422
1431;15;60;0.433832
1432;16;60;0.26443
1433;17;60;0.299673
1434;18;60;0.36741375
1435;19;60;0.5483785
1436;20;60;0.54245025
1437;21;60;0.33371975
1438;22;60;0.29199625
1439;23;60;0.34317175
1440;24;60;0.26394025
