hour_of_the_year;hour_of_the_day;day;electricity_consumption
3577;1;150;0.19381875
3578;2;150;0.18012425
3579;3;150;0.21519375
3580;4;150;0.1956175
3581;5;150;0.19770075
3582;6;150;0.18155175
3583;7;150;0.19
3584;8;150;0.17537225
3585;9;150;0.177886
3586;10;150;0.1668465
3587;11;150;0.18513275
3588;12;150;0.21384
3589;13;150;0.19436825
3590;14;150;0.1977055
3591;15;150;0.196318
3592;16;150;0.21005525
3593;17;150;0.1953005
3594;18;150;0.1643625
3595;19;150;0.16437475
3596;20;150;0.18901775
3597;21;150;0.175417
3598;22;150;0.1966315
3599;23;150;0.18457925
3600;24;150;0.1947185
