hour_of_the_year;hour_of_the_day;day;electricity_consumption
7009;1;293;0.4325635
7010;2;293;0.445276
7011;3;293;0.48796325
7012;4;293;0.37529875
7013;5;293;0.25815725
7014;6;293;0.3658855
7015;7;293;0.3943175
7016;8;293;0.37971325
7017;9;293;0.65664525
7018;10;293;0.29986625
7019;11;293;1.409959
7020;12;293;0.82989075
7021;13;293;0.58695775
7022;14;293;0.261136
7023;15;293;0.27353975
7024;16;293;0.811109
7025;17;293;1.45070325
7026;18;293;0.92499975
7027;19;293;1.3104575
7028;20;293;1.22866075
7029;21;293;0.76648425
7030;22;293;0.61903975
7031;23;293;0.4563505
7032;24;293;0.27962275
