hour_of_the_year;hour_of_the_day;day;electricity_consumption
5425;1;227;0.385135
5426;2;227;0.213256
5427;3;227;0.193792
5428;4;227;0.187858
5429;5;227;0.16552475
5430;6;227;0.18875275
5431;7;227;0.17330325
5432;8;227;0.182203
5433;9;227;0.17181575
5434;10;227;0.19535275
5435;11;227;0.1996315
5436;12;227;0.24469825
5437;13;227;0.97852425
5438;14;227;1.01998375
5439;15;227;0.7348955
5440;16;227;0.44146275
5441;17;227;0.176165
5442;18;227;0.16247575
5443;19;227;0.2023285
5444;20;227;0.34335025
5445;21;227;0.424832
5446;22;227;0.364027
5447;23;227;0.440661
5448;24;227;0.36543725
