hour_of_the_year;hour_of_the_day;day;electricity_consumption
2065;1;87;0.29206475
2066;2;87;0.29163075
2067;3;87;0.288412
2068;4;87;0.290885
2069;5;87;0.29112725
2070;6;87;0.36551025
2071;7;87;0.33424725
2072;8;87;0.269274
2073;9;87;0.2665135
2074;10;87;0.2742105
2075;11;87;0.282469
2076;12;87;0.26899975
2077;13;87;0.26399225
2078;14;87;0.2802335
2079;15;87;0.96022075
2080;16;87;0.34346475
2081;17;87;0.7655805
2082;18;87;1.3732595
2083;19;87;1.70887125
2084;20;87;0.8725705
2085;21;87;1.35280825
2086;22;87;0.6371115
2087;23;87;0.5480965
2088;24;87;0.412618
