hour_of_the_year;hour_of_the_day;day;electricity_consumption
1129;1;48;0.36068875
1130;2;48;0.28422375
1131;3;48;0.304544
1132;4;48;0.321854
1133;5;48;0.27098275
1134;6;48;0.267444
1135;7;48;0.38764575
1136;8;48;0.333545
1137;9;48;0.277384
1138;10;48;0.29211825
1139;11;48;0.29528575
1140;12;48;0.4386355
1141;13;48;0.764778
1142;14;48;0.296413
1143;15;48;0.3294
1144;16;48;0.45386925
1145;17;48;0.47105025
1146;18;48;0.714949
1147;19;48;1.88607475
1148;20;48;0.788484
1149;21;48;1.42773575
1150;22;48;1.056281
1151;23;48;0.86721475
1152;24;48;0.32239125
