hour_of_the_year;hour_of_the_day;day;electricity_consumption
6841;1;286;0.3646925
6842;2;286;0.293361
6843;3;286;0.27863775
6844;4;286;0.2701095
6845;5;286;0.36373725
6846;6;286;0.44666125
6847;7;286;0.40394525
6848;8;286;0.86761925
6849;9;286;0.93029375
6850;10;286;0.353288
6851;11;286;0.39066075
6852;12;286;0.26324875
6853;13;286;0.252535
6854;14;286;0.8396875
6855;15;286;0.338329
6856;16;286;0.49851525
6857;17;286;0.604657
6858;18;286;0.719022
6859;19;286;1.14343725
6860;20;286;1.10977625
6861;21;286;1.0562675
6862;22;286;1.713782
6863;23;286;0.68353975
6864;24;286;0.39257075
