hour_of_the_year;hour_of_the_day;day;electricity_consumption
7681;1;321;0.28785925
7682;2;321;0.284148
7683;3;321;0.28417975
7684;4;321;0.26301275
7685;5;321;0.2688975
7686;6;321;0.29104625
7687;7;321;0.337743
7688;8;321;0.76567575
7689;9;321;0.46209475
7690;10;321;0.2944295
7691;11;321;0.27842425
7692;12;321;0.2665005
7693;13;321;0.25910125
7694;14;321;0.29325575
7695;15;321;0.3914625
7696;16;321;0.7556205
7697;17;321;0.51857225
7698;18;321;1.06101475
7699;19;321;1.38014675
7700;20;321;0.54165775
7701;21;321;0.65536625
7702;22;321;0.579748
7703;23;321;0.31505025
7704;24;321;0.43743725
