hour_of_the_year;hour_of_the_day;day;electricity_consumption
4537;1;190;0.3374865
4538;2;190;0.33983225
4539;3;190;0.200587
4540;4;190;0.17937875
4541;5;190;0.16791275
4542;6;190;0.1762915
4543;7;190;0.17207625
4544;8;190;0.184252
4545;9;190;0.256865
4546;10;190;0.3517265
4547;11;190;0.31738975
4548;12;190;0.20775275
4549;13;190;0.251379
4550;14;190;0.19572725
4551;15;190;0.2037065
4552;16;190;0.34335925
4553;17;190;0.3968535
4554;18;190;0.36201025
4555;19;190;0.475543
4556;20;190;1.08588375
4557;21;190;0.3614055
4558;22;190;0.3460615
4559;23;190;0.364948
4560;24;190;0.534947
