hour_of_the_year;hour_of_the_day;day;electricity_consumption
1777;1;75;0.281173
1778;2;75;0.2763745
1779;3;75;0.27986325
1780;4;75;0.29517025
1781;5;75;0.290337
1782;6;75;0.32950025
1783;7;75;0.5018545
1784;8;75;0.57146975
1785;9;75;0.3568655
1786;10;75;0.42913675
1787;11;75;0.3410375
1788;12;75;0.27378525
1789;13;75;1.4345685
1790;14;75;1.09196625
1791;15;75;0.2852715
1792;16;75;0.3075045
1793;17;75;0.3662235
1794;18;75;0.348881
1795;19;75;0.4771885
1796;20;75;0.69303125
1797;21;75;1.23606725
1798;22;75;0.86905025
1799;23;75;0.54145775
1800;24;75;0.273597
