hour_of_the_year;hour_of_the_day;day;electricity_consumption
1513;1;64;0.2912765
1514;2;64;0.2871825
1515;3;64;0.289069
1516;4;64;0.2899335
1517;5;64;0.29064325
1518;6;64;0.28824025
1519;7;64;0.28896925
1520;8;64;0.36612275
1521;9;64;0.4164845
1522;10;64;0.286076
1523;11;64;0.34181675
1524;12;64;1.86217775
1525;13;64;0.8161065
1526;14;64;0.8184805
1527;15;64;1.10364075
1528;16;64;0.970784
1529;17;64;1.36819925
1530;18;64;1.5700695
1531;19;64;1.7912915
1532;20;64;0.72299175
1533;21;64;0.67745775
1534;22;64;0.84184925
1535;23;64;0.82132725
1536;24;64;0.7714495
