hour_of_the_year;hour_of_the_day;day;electricity_consumption
7033;1;294;0.2758795
7034;2;294;0.274376
7035;3;294;0.35668575
7036;4;294;0.392429
7037;5;294;0.40421625
7038;6;294;0.410804
7039;7;294;0.49603625
7040;8;294;0.3543165
7041;9;294;0.275728
7042;10;294;0.28711075
7043;11;294;0.28605475
7044;12;294;0.2946455
7045;13;294;1.34503025
7046;14;294;0.92065225
7047;15;294;0.50908
7048;16;294;0.37105225
7049;17;294;0.41634775
7050;18;294;0.63852775
7051;19;294;1.345273
7052;20;294;0.552401
7053;21;294;0.73732
7054;22;294;0.68557025
7055;23;294;0.405831
7056;24;294;0.4072865
