hour_of_the_year;hour_of_the_day;day;electricity_consumption
6985;1;292;0.2878365
6986;2;292;0.29202875
6987;3;292;0.29295225
6988;4;292;0.2895515
6989;5;292;0.29085
6990;6;292;0.283535
6991;7;292;0.419725
6992;8;292;0.42239725
6993;9;292;0.29267675
6994;10;292;0.3747365
6995;11;292;0.53877725
6996;12;292;0.30876275
6997;13;292;0.293906
6998;14;292;0.28516925
6999;15;292;0.93055975
7000;16;292;1.1388665
7001;17;292;0.70596275
7002;18;292;0.54157625
7003;19;292;1.13823625
7004;20;292;1.1332175
7005;21;292;1.29188225
7006;22;292;0.5745855
7007;23;292;0.31706325
7008;24;292;0.4833185
