hour_of_the_year;hour_of_the_day;day;electricity_consumption
3985;1;167;0.18501725
3986;2;167;0.187696
3987;3;167;0.196273
3988;4;167;0.23068925
3989;5;167;0.202852
3990;6;167;0.16569025
3991;7;167;0.1797095
3992;8;167;0.38505525
3993;9;167;0.20005025
3994;10;167;0.195057
3995;11;167;0.198021
3996;12;167;0.1962425
3997;13;167;0.18591075
3998;14;167;0.168147
3999;15;167;0.1667505
4000;16;167;0.91048025
4001;17;167;0.22707925
4002;18;167;0.2812965
4003;19;167;0.79258225
4004;20;167;1.24240625
4005;21;167;0.537561
4006;22;167;0.6133515
4007;23;167;0.625979
4008;24;167;1.20906575
