hour_of_the_year;hour_of_the_day;day;electricity_consumption
5017;1;210;0.18648675
5018;2;210;0.16866
5019;3;210;0.2138995
5020;4;210;0.1967905
5021;5;210;0.24896375
5022;6;210;0.2712045
5023;7;210;0.2016205
5024;8;210;0.1955945
5025;9;210;0.33939475
5026;10;210;0.176068
5027;11;210;0.1915195
5028;12;210;0.87659425
5029;13;210;0.75682875
5030;14;210;0.93923525
5031;15;210;1.5695435
5032;16;210;0.70826125
5033;17;210;0.2084805
5034;18;210;1.93880575
5035;19;210;2.19804525
5036;20;210;0.79773975
5037;21;210;1.12566075
5038;22;210;0.91728775
5039;23;210;0.55021975
5040;24;210;0.17827825
