hour_of_the_year;hour_of_the_day;day;electricity_consumption
5161;1;216;0.19523775
5162;2;216;0.18771075
5163;3;216;0.1891985
5164;4;216;0.17315825
5165;5;216;0.21616025
5166;6;216;0.231728
5167;7;216;0.1959215
5168;8;216;0.19554275
5169;9;216;0.19355275
5170;10;216;0.19722525
5171;11;216;0.1996745
5172;12;216;0.22398875
5173;13;216;0.434794
5174;14;216;0.521545
5175;15;216;0.1614645
5176;16;216;0.18279675
5177;17;216;0.1945155
5178;18;216;1.02643975
5179;19;216;0.266408
5180;20;216;0.51093525
5181;21;216;0.4373145
5182;22;216;0.68077125
5183;23;216;0.55843225
5184;24;216;0.231417
