hour_of_the_year;hour_of_the_day;day;electricity_consumption
1033;1;44;0.31759075
1034;2;44;0.27707325
1035;3;44;0.2561315
1036;4;44;0.2561495
1037;5;44;0.2766505
1038;6;44;0.286271
1039;7;44;0.31258925
1040;8;44;0.27676525
1041;9;44;0.282561
1042;10;44;0.38500625
1043;11;44;0.73509475
1044;12;44;0.77680425
1045;13;44;0.273419
1046;14;44;1.060043
1047;15;44;1.34975275
1048;16;44;1.1855845
1049;17;44;0.6030695
1050;18;44;0.54509425
1051;19;44;0.7815655
1052;20;44;0.772175
1053;21;44;1.43100925
1054;22;44;0.80670125
1055;23;44;0.71617375
1056;24;44;0.35922025
