hour_of_the_year;hour_of_the_day;day;electricity_consumption
4129;1;173;0.19089875
4130;2;173;0.18368225
4131;3;173;0.19641275
4132;4;173;0.19560575
4133;5;173;0.19322775
4134;6;173;0.19669425
4135;7;173;0.197307
4136;8;173;0.20738075
4137;9;173;0.28632275
4138;10;173;0.52150625
4139;11;173;0.182845
4140;12;173;0.18631925
4141;13;173;0.19603875
4142;14;173;0.2038155
4143;15;173;0.34309475
4144;16;173;0.4181425
4145;17;173;0.25476575
4146;18;173;0.287134
4147;19;173;0.88549475
4148;20;173;0.64854925
4149;21;173;0.5779825
4150;22;173;0.48318525
4151;23;173;0.331654
4152;24;173;0.176192
