hour_of_the_year;hour_of_the_day;day;electricity_consumption
3265;1;137;0.34305025
3266;2;137;0.22186675
3267;3;137;0.18660475
3268;4;137;0.16555475
3269;5;137;0.1922965
3270;6;137;0.19334225
3271;7;137;0.20201175
3272;8;137;0.19480025
3273;9;137;0.19483025
3274;10;137;0.19954975
3275;11;137;1.13433475
3276;12;137;0.74661775
3277;13;137;1.072627
3278;14;137;0.22654225
3279;15;137;0.1676735
3280;16;137;0.2000875
3281;17;137;0.3194095
3282;18;137;0.4274105
3283;19;137;0.47197475
3284;20;137;0.6495435
3285;21;137;1.26846675
3286;22;137;0.5526395
3287;23;137;0.1785945
3288;24;137;0.19481575
