hour_of_the_year;hour_of_the_day;day;electricity_consumption
7177;1;300;0.1959505
7178;2;300;0.19603625
7179;3;300;0.18403375
7180;4;300;0.17036025
7181;5;300;0.168519
7182;6;300;0.183055
7183;7;300;0.18786225
7184;8;300;0.20639625
7185;9;300;0.194211
7186;10;300;0.19768
7187;11;300;0.185991
7188;12;300;0.1916875
7189;13;300;0.326071
7190;14;300;0.182829
7191;15;300;0.172143
7192;16;300;0.208133
7193;17;300;0.365192
7194;18;300;0.3978005
7195;19;300;0.6317355
7196;20;300;0.90070425
7197;21;300;0.70630125
7198;22;300;0.42856525
7199;23;300;0.294831
7200;24;300;0.2802435
