hour_of_the_year;hour_of_the_day;day;electricity_consumption
4729;1;198;0.38443725
4730;2;198;0.29766025
4731;3;198;0.172766
4732;4;198;0.22451425
4733;5;198;0.2755685
4734;6;198;0.19094725
4735;7;198;0.17801825
4736;8;198;0.21984925
4737;9;198;0.21762775
4738;10;198;0.18305325
4739;11;198;0.1932395
4740;12;198;1.3615345
4741;13;198;1.131685
4742;14;198;0.3953675
4743;15;198;0.38707425
4744;16;198;0.41515325
4745;17;198;0.6367275
4746;18;198;0.73740075
4747;19;198;0.439536
4748;20;198;0.89806075
4749;21;198;0.78386475
4750;22;198;0.69045025
4751;23;198;0.28660025
4752;24;198;0.19434675
