hour_of_the_year;hour_of_the_day;day;electricity_consumption
793;1;34;0.38106925
794;2;34;0.29116875
795;3;34;0.31772625
796;4;34;0.2995725
797;5;34;0.30339525
798;6;34;0.277205
799;7;34;0.40900475
800;8;34;1.0540505
801;9;34;1.0593095
802;10;34;0.29338925
803;11;34;0.438483
804;12;34;0.71789
805;13;34;0.2944915
806;14;34;0.92510025
807;15;34;0.5291245
808;16;34;0.3274375
809;17;34;0.27814725
810;18;34;0.504745
811;19;34;0.655382
812;20;34;0.738476
813;21;34;1.123961
814;22;34;0.68520525
815;23;34;0.5138925
816;24;34;0.41394225
