hour_of_the_year;hour_of_the_day;day;electricity_consumption
3673;1;154;0.176945
3674;2;154;0.17684
3675;3;154;0.1656785
3676;4;154;0.19102025
3677;5;154;0.225519
3678;6;154;0.19378625
3679;7;154;0.26389775
3680;8;154;0.300881
3681;9;154;0.2139875
3682;10;154;0.21016675
3683;11;154;0.73585425
3684;12;154;0.398394
3685;13;154;0.18417675
3686;14;154;0.197876
3687;15;154;0.2316775
3688;16;154;0.1844905
3689;17;154;0.19441525
3690;18;154;0.652483
3691;19;154;0.5405885
3692;20;154;0.613834
3693;21;154;0.764121
3694;22;154;0.86532725
3695;23;154;0.42861325
3696;24;154;0.19655775
