hour_of_the_year;hour_of_the_day;day;electricity_consumption
2113;1;89;1.16022075
2114;2;89;0.4631185
2115;3;89;0.2825365
2116;4;89;0.291634
2117;5;89;0.308712
2118;6;89;0.397155
2119;7;89;0.398254
2120;8;89;0.31515325
2121;9;89;0.4753985
2122;10;89;0.30628175
2123;11;89;0.26377125
2124;12;89;0.32520275
2125;13;89;0.449734
2126;14;89;0.51587775
2127;15;89;0.35231
2128;16;89;0.59496975
2129;17;89;0.3893545
2130;18;89;0.7863025
2131;19;89;0.75659975
2132;20;89;1.264858
2133;21;89;1.14617275
2134;22;89;0.75502825
2135;23;89;0.63720225
2136;24;89;0.70436575
