hour_of_the_year;hour_of_the_day;day;electricity_consumption
3049;1;128;0.42431975
3050;2;128;0.23525725
3051;3;128;0.179224
3052;4;128;0.17145175
3053;5;128;0.18470275
3054;6;128;0.1843695
3055;7;128;0.1801335
3056;8;128;0.18810125
3057;9;128;0.234234
3058;10;128;0.22323225
3059;11;128;0.30519275
3060;12;128;0.62010875
3061;13;128;0.47198275
3062;14;128;0.3176215
3063;15;128;0.29951125
3064;16;128;0.326032
3065;17;128;0.162429
3066;18;128;0.18478675
3067;19;128;0.4142925
3068;20;128;1.588247
3069;21;128;1.07355825
3070;22;128;0.97667025
3071;23;128;0.7260945
3072;24;128;0.577568
