hour_of_the_year;hour_of_the_day;day;electricity_consumption
361;1;16;0.366573
362;2;16;0.35386025
363;3;16;0.295424
364;4;16;0.2690095
365;5;16;0.274351
366;6;16;0.2927215
367;7;16;0.29533
368;8;16;0.2910985
369;9;16;0.373061
370;10;16;0.28648725
371;11;16;0.52808325
372;12;16;1.59416275
373;13;16;0.88696025
374;14;16;0.278478
375;15;16;0.52824625
376;16;16;1.0604865
377;17;16;0.87959475
378;18;16;0.617183
379;19;16;0.413981
380;20;16;0.439542
381;21;16;0.90412925
382;22;16;0.75786575
383;23;16;0.6506815
384;24;16;1.2891575
