hour_of_the_year;hour_of_the_day;day;electricity_consumption
3313;1;139;0.19478425
3314;2;139;0.248526
3315;3;139;0.19880575
3316;4;139;0.18924725
3317;5;139;0.17265225
3318;6;139;0.18207125
3319;7;139;0.4148305
3320;8;139;0.65033075
3321;9;139;0.9083965
3322;10;139;0.2052855
3323;11;139;0.90060825
3324;12;139;0.3020985
3325;13;139;0.44211775
3326;14;139;0.60997675
3327;15;139;0.17104475
3328;16;139;0.1659945
3329;17;139;0.1922325
3330;18;139;1.41537725
3331;19;139;1.09545
3332;20;139;0.6680585
3333;21;139;0.41465275
3334;22;139;0.57541375
3335;23;139;0.37838725
3336;24;139;0.396029
